product_id,name,n_obs,price_min,price_max,price_mean
fruits-basket-vol-5-fruits-basket-5_376,"Fruits Basket, Vol. 5 (Fruits Basket #5)",2,16.33,16.33,16.33
fruits-basket-vol-6-fruits-basket-6_427,"Fruits Basket, Vol. 6 (Fruits Basket #6)",2,20.96,20.96,20.96
fruits-basket-vol-7-fruits-basket-7_468,"Fruits Basket, Vol. 7 (Fruits Basket #7)",2,19.57,19.57,19.57
fruits-basket-vol-9-fruits-basket-9_563,"Fruits Basket, Vol. 9 (Fruits Basket #9)",2,33.95,33.95,33.95
full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,2,49.43,49.43,49.43
fun-home-a-family-tragicomic_428,Fun Home: A Family Tragicomic,2,56.59,56.59,56.59
furiously-happy-a-funny-book-about-horrible-things_619,Furiously Happy: A Funny Book About Horrible Things,2,41.46,41.46,41.46
future-shock-future-shock-1_519,Future Shock (Future Shock #1),2,55.65,55.65,55.65
giant-days-vol-1-giant-days-1-4_22,"Giant Days, Vol. 1 (Giant Days #1-4)",2,56.76,56.76,56.76
giant-days-vol-2-giant-days-5-8_895,"Giant Days, Vol. 2 (Giant Days #5-8)",2,22.11,22.11,22.11
girl-in-the-blue-coat_160,Girl in the Blue Coat,2,46.83,46.83,46.83
girl-interrupted_429,"Girl, Interrupted",2,42.14,42.14,42.14
girl-online-on-tour-girl-online-2_101,Girl Online On Tour (Girl Online #2),2,53.47,53.47,53.47
girl-with-a-pearl-earring_322,Girl With a Pearl Earring,2,26.77,26.77,26.77
girlboss_113,#GIRLBOSS,2,50.96,50.96,50.96
give-it-back_430,Give It Back,2,18.32,18.32,18.32
glory-over-everything-beyond-the-kitchen-house_696,Glory over Everything: Beyond The Kitchen House,2,45.84,45.84,45.84
god-is-not-great-how-religion-poisons-everything_323,God Is Not Great: How Religion Poisons Everything,2,27.8,27.8,27.8
god-the-most-unpleasant-character-in-all-fiction_697,God: The Most Unpleasant Character in All Fiction,2,30.03,30.03,30.03
golden-heart-of-dread-3_161,Golden (Heart of Dread #3),2,42.21,42.21,42.21
gone-girl_162,Gone Girl,2,37.6,37.6,37.6
gone-with-the-wind_324,Gone with the Wind,2,32.49,32.49,32.49
good-in-bed-cannie-shapiro-1_469,Good in Bed (Cannie Shapiro #1),2,37.05,37.05,37.05
gratitude_163,Gratitude,2,26.66,26.66,26.66
grayson-vol-3-nemesis-grayson-3_164,"Grayson, Vol 3: Nemesis (Grayson #3)",2,42.72,42.72,42.72
greek-mythic-history_698,Greek Mythic History,2,10.23,10.23,10.23
green-eggs-and-ham-beginner-books-b-16_165,Green Eggs and Ham (Beginner Books B-16),2,10.79,10.79,10.79
grey-fifty-shades-4_592,Grey (Fifty Shades #4),2,48.49,48.49,48.49
grumbles_812,Grumbles,2,22.16,22.16,22.16
h-is-for-hawk_102,H is for Hawk,2,57.42,57.42,57.42
hamilton-the-revolution_699,Hamilton: The Revolution,2,58.79,58.79,58.79
harry-potter-and-the-chamber-of-secrets-harry-potter-2_325,Harry Potter and the Chamber of Secrets (Harry Potter #2),2,14.74,14.74,14.74
harry-potter-and-the-deathly-hallows-harry-potter-7_377,Harry Potter and the Deathly Hallows (Harry Potter #7),2,23.32,23.32,23.32
harry-potter-and-the-half-blood-prince-harry-potter-6_326,Harry Potter and the Half-Blood Prince (Harry Potter #6),2,48.75,48.75,48.75
harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327,Harry Potter and the Order of the Phoenix (Harry Potter #5),2,31.63,31.63,31.63
harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),2,24.17,24.17,24.17
harry-potter-and-the-sorcerers-stone-harry-potter-1_329,Harry Potter and the Sorcerer's Stone (Harry Potter #1),2,13.9,13.9,13.9
having-the-barbarians-baby-ice-planet-barbarians-75_23,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),2,34.96,34.96,34.96
hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",2,45.24,45.24,45.24
heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,52.86,52.86,52.86
heir-to-the-sky_166,Heir to the Sky,2,44.07,44.07,44.07
her-backup-boyfriend-the-sorensen-family-1_896,Her Backup Boyfriend (The Sorensen Family #1),2,33.97,33.97,33.97
hide-away-eve-duncan-20_620,Hide Away (Eve Duncan #20),2,11.84,11.84,11.84
higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,2,23.11,23.11,23.11
history-of-beauty_521,History of Beauty,2,10.29,10.29,10.29
hold-your-breath-search-and-rescue-1_700,Hold Your Breath (Search and Rescue #1),2,28.82,28.82,28.82
holidays-on-ice_167,Holidays on Ice,2,51.07,51.07,51.07
hollow-city-miss-peregrines-peculiar-children-2_813,Hollow City (Miss Peregrineâs Peculiar Children #2),2,42.98,42.98,42.98
horrible-bear_168,Horrible Bear!,2,37.52,37.52,37.52
house-of-leaves_169,House of Leaves,2,54.89,54.89,54.89
house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,43.7,43.7,43.7
how-music-works_979,How Music Works,2,37.32,37.32,37.32
how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,28.25,28.25,28.25
how-to-be-miserable-40-strategies-you-already-use_897,How to Be Miserable: 40 Strategies You Already Use,2,46.03,46.03,46.03
how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2,46.01,46.01,46.01
how-to-speak-golf-an-illustrated-guide-to-links-lingo_621,How to Speak Golf: An Illustrated Guide to Links Lingo,2,58.32,58.32,58.32
how-to-stop-worrying-and-start-living_431,How to Stop Worrying and Start Living,2,46.49,46.49,46.49
howl-and-other-poems_522,Howl and Other Poems,2,40.45,40.45,40.45
hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,2,33.14,33.14,33.14
hush-hush-hush-hush-1_701,"Hush, Hush (Hush, Hush #1)",2,47.02,47.02,47.02
hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",2,14.75,14.75,14.75
hystopia-a-novel_523,Hystopia: A Novel,2,21.96,21.96,21.96
i-am-a-hero-omnibus-volume-1_898,I am a Hero Omnibus Volume 1,2,54.63,54.63,54.63
i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,28.88,28.88,28.88
i-am-pilgrim-pilgrim-1_703,I Am Pilgrim (Pilgrim #1),2,10.6,10.6,10.6
i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,2,57.36,57.36,57.36
i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",2,29.17,29.17,29.17
i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,2,25.98,25.98,25.98
i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,36.55,36.55,36.55
i-will-find-you_524,I Will Find You,2,44.21,44.21,44.21
icing-aces-hockey-2_25,Icing (Aces Hockey #2),2,40.44,40.44,40.44
if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564,If I Gave You God's Phone Number....: Searching for Spirituality in America,2,20.91,20.91,20.91
if-i-run-if-i-run-1_174,If I Run (If I Run #1),2,49.97,49.97,49.97
if-i-stay-if-i-stay-1_379,If I Stay (If I Stay #1),2,38.13,38.13,38.13
ill-give-you-the-sun_525,I'll Give You the Sun,2,56.48,56.48,56.48
immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,2,57.36,57.36,57.36
imperfect-harmony_26,Imperfect Harmony,2,34.74,34.74,34.74
in-a-dark-dark-wood_963,"In a Dark, Dark Wood",2,19.63,19.63,19.63
in-cold-blood_432,In Cold Blood,2,49.98,49.98,49.98
in-her-wake_980,In Her Wake,2,12.84,12.84,12.84
in-the-country-we-love-my-family-divided_901,In the Country We Love: My Family Divided,2,22.0,22.0,22.0
in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",2,28.85,28.85,28.85
in-the-woods-dublin-murder-squad-1_433,In the Woods (Dublin Murder Squad #1),2,38.38,38.38,38.38
inferno-robert-langdon-4_176,Inferno (Robert Langdon #4),2,41.0,41.0,41.0
into-the-wild_177,Into the Wild,2,56.7,56.7,56.7
is-everyone-hanging-out-without-me-and-other-concerns_178,Is Everyone Hanging Out Without Me? (And Other Concerns),2,20.11,20.11,20.11
isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380,Isla and the Happily Ever After (Anna and the French Kiss #3),2,48.13,48.13,48.13
island-of-dragons-unwanteds-7_705,Island of Dragons (Unwanteds #7),2,29.65,29.65,29.65
it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,2,56.27,56.27,56.27
it_330,It,2,25.01,25.01,25.01
its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",2,19.55,19.55,19.55
its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,2,42.38,42.38,42.38
its-only-the-himalayas_981,It's Only the Himalayas,2,45.17,45.17,45.17
ive-got-your-number_173,I've Got Your Number,2,19.69,19.69,19.69
jane-eyre_27,Jane Eyre,2,38.43,38.43,38.43
john-adams_472,John Adams,2,57.43,57.43,57.43
john-vassos-industrial-design-for-modern-life_526,John Vassos: Industrial Design for Modern Life,2,20.22,20.22,20.22
join_902,Join,2,35.67,35.67,35.67
judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2,53.9,53.9,53.9
jurassic-park-jurassic-park-1_180,Jurassic Park (Jurassic Park #1),2,44.97,44.97,44.97
keep-me-posted_594,Keep Me Posted,2,20.46,20.46,20.46
kierkegaard-a-christian-missionary-to-christians_527,Kierkegaard: A Christian Missionary to Christians,2,47.13,47.13,47.13
kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528,Kill 'Em and Leave: Searching for James Brown and the American Soul,2,45.05,45.05,45.05
kill-the-boy-band_381,Kill the Boy Band,2,15.52,15.52,15.52
killing-floor-jack-reacher-1_382,Killing Floor (Jack Reacher #1),2,31.49,31.49,31.49
kindle-paperwhite-users-guide_103,Kindle Paperwhite User's Guide,2,34.0,34.0,34.0
kings-folly-the-kinsman-chronicles-1_473,King's Folly (The Kinsman Chronicles #1),2,39.61,39.61,39.61
kitchens-of-the-great-midwest_28,Kitchens of the Great Midwest,2,57.2,57.2,57.2
lab-girl_595,Lab Girl,2,40.85,40.85,40.85
lady-midnight-the-dark-artifices-1_707,Lady Midnight (The Dark Artifices #1),2,16.28,16.28,16.28
lady-renegades-rebel-belle-3_181,Lady Renegades (Rebel Belle #3),2,53.04,53.04,53.04
lamb-the-gospel-according-to-biff-christs-childhood-pal_182,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",2,55.5,55.5,55.5
large-print-heart-of-the-pride_815,Large Print Heart of the Pride,2,19.15,19.15,19.15
last-one-home-new-beginnings-1_383,Last One Home (New Beginnings #1),2,59.98,59.98,59.98
layered-baking-building-and-styling-spectacular-cakes_904,"Layered: Baking, Building, and Styling Spectacular Cakes",2,40.11,40.11,40.11
lean-in-women-work-and-the-will-to-lead_183,"Lean In: Women, Work, and the Will to Lead",2,25.02,25.02,25.02
leave-this-song-behind-teen-poetry-at-its-best_474,Leave This Song Behind: Teen Poetry at Its Best,2,51.17,51.17,51.17
left-behind-left-behind-1_529,Left Behind (Left Behind #1),2,40.72,40.72,40.72
legend-legend-1_184,Legend (Legend #1),2,43.69,43.69,43.69
les-fleurs-du-mal_530,Les Fleurs du Mal,2,29.04,29.04,29.04
let-it-out-a-journey-through-journaling_708,Let It Out: A Journey Through Journaling,2,26.79,26.79,26.79
lets-pretend-this-never-happened-a-mostly-true-memoir_185,Let's Pretend This Never Happened: A Mostly True Memoir,2,45.11,45.11,45.11
letter-to-a-christian-nation_186,Letter to a Christian Nation,2,22.2,22.2,22.2
libertarianism-for-beginners_982,Libertarianism for Beginners,2,51.33,51.33,51.33
library-of-souls-miss-peregrines-peculiar-children-3_816,Library of Souls (Miss Peregrineâs Peculiar Children #3),2,48.56,48.56,48.56
lies-and-other-acts-of-love_596,Lies and Other Acts of Love,2,45.14,45.14,45.14
life-after-life_187,Life After Life,2,26.13,26.13,26.13
life-of-pi_475,Life of Pi,2,13.22,13.22,13.22
life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,33.26,33.26,33.26
life-without-a-recipe_188,Life Without a Recipe,2,59.04,59.04,59.04
life_104,Life,2,31.58,31.58,31.58
like-never-before-walker-family-2_476,Like Never Before (Walker Family #2),2,28.77,28.77,28.77
lila-gilead-3_190,Lila (Gilead #3),2,12.47,12.47,12.47
lilac-girls_597,Lilac Girls,2,17.28,17.28,17.28
listen-to-me-fusion-1_29,Listen to Me (Fusion #1),2,58.99,58.99,58.99
little-red_817,Little Red,2,13.47,13.47,13.47
little-women-little-women-1_331,Little Women (Little Women #1),2,28.07,28.07,28.07
living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,2,12.55,12.55,12.55
living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",2,46.91,46.91,46.91
logan-kade-fallen-crest-high-55_384,Logan Kade (Fallen Crest High #5.5),2,13.12,13.12,13.12
lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385,Lola and the Boy Next Door (Anna and the French Kiss #2),2,23.63,23.63,23.63
looking-for-lovely-collecting-the-moments-that-matter_710,Looking for Lovely: Collecting the Moments that Matter,2,29.14,29.14,29.14
lord-of-the-flies_30,Lord of the Flies,2,24.89,24.89,24.89
lost-among-the-living_31,Lost Among the Living,2,27.7,27.7,27.7
louisa-the-extraordinary-life-of-mrs-adams_818,Louisa: The Extraordinary Life of Mrs. Adams,2,16.85,16.85,16.85
love-is-a-mix-tape-music-1_711,Love Is a Mix Tape (Music #1),2,18.03,18.03,18.03
love-lies-and-spies_622,"Love, Lies and Spies",2,20.55,20.55,20.55
love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",2,25.06,25.06,25.06
lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712,Lowriders to the Center of the Earth (Lowriders in Space #2),2,51.51,51.51,51.51
luckiest-girl-alive_713,Luckiest Girl Alive,2,49.83,49.83,49.83
luis-paints-the-world_714,Luis Paints the World,2,53.95,53.95,53.95
lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",2,45.61,45.61,45.61
lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2,46.91,46.91,46.91
lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2,19.92,19.92,19.92
lust-wonder_191,Lust & Wonder,2,11.87,11.87,11.87
m-train_598,M Train,2,27.18,27.18,27.18
made-to-stick-why-some-ideas-survive-and-others-die_715,Made to Stick: Why Some Ideas Survive and Others Die,2,38.85,38.85,38.85
mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",2,14.02,14.02,14.02
mans-search-for-meaning_533,Man's Search for Meaning,2,29.48,29.48,29.48
manuscript-found-in-accra_192,Manuscript Found in Accra,2,34.98,34.98,34.98
masks-and-shadows_909,Masks and Shadows,2,56.4,56.4,56.4
matilda_32,Matilda,2,28.34,28.34,28.34
maude-1883-1993she-grew-up-with-the-country_964,Maude (1883-1993):She Grew Up with the country,2,18.02,18.02,18.02
maybe-something-beautiful-how-art-transformed-a-neighborhood_386,Maybe Something Beautiful: How Art Transformed a Neighborhood,2,22.54,22.54,22.54
me-before-you-me-before-you-1_434,Me Before You (Me Before You #1),2,19.02,19.02,19.02
me-talk-pretty-one-day_193,Me Talk Pretty One Day,2,57.6,57.6,57.6
meditations_33,Meditations,2,25.89,25.89,25.89
memoirs-of-a-geisha_477,Memoirs of a Geisha,2,49.67,49.67,49.67
mere-christianity_435,Mere Christianity,2,48.51,48.51,48.51
mesaerion-the-best-science-fiction-stories-1800-1849_983,Mesaerion: The Best Science Fiction Stories 1800-1849,2,37.59,37.59,37.59
meternity_478,Meternity,2,43.58,43.58,43.58
mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,2,24.91,24.91,24.91
midnight-riot-peter-grant-rivers-of-london-books-1_194,Midnight Riot (Peter Grant/ Rivers of London - books #1),2,55.46,55.46,55.46
millers-valley_534,Miller's Valley,2,58.54,58.54,58.54
miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",2,57.83,57.83,57.83
misery_332,Misery,2,34.79,34.79,34.79
miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),2,10.76,10.76,10.76
mockingjay-the-hunger-games-3_333,Mockingjay (The Hunger Games #3),2,20.44,20.44,20.44
modern-day-fables_565,Modern Day Fables,2,47.44,47.44,47.44
modern-romance_820,Modern Romance,2,28.26,28.26,28.26
more-than-music-chasing-the-dream-1_716,More Than Music (Chasing the Dream #1),2,37.61,37.61,37.61
morning-star-red-rising-3_196,Morning Star (Red Rising #3),2,29.4,29.4,29.4
most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",2,44.48,44.48,44.48
most-wanted_623,Most Wanted,2,35.28,35.28,35.28
mother-can-you-not_599,"Mother, Can You Not?",2,16.89,16.89,16.89
mothering-sunday_600,Mothering Sunday,2,13.34,13.34,13.34
mr-mercedes-bill-hodges-trilogy-1_717,Mr. Mercedes (Bill Hodges Trilogy #1),2,28.9,28.9,28.9
mrs-houdini_821,Mrs. Houdini,2,30.25,30.25,30.25
ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",2,39.39,39.39,39.39
murder-at-the-42nd-street-library-raymond-ambler-1_624,Murder at the 42nd Street Library (Raymond Ambler #1),2,54.36,54.36,54.36
musicophilia-tales-of-music-and-the-brain_436,Musicophilia: Tales of Music and the Brain,2,46.58,46.58,46.58
my-kind-of-crazy_718,My Kind of Crazy,2,40.36,40.36,40.36
my-kitchen-year-136-recipes-that-saved-my-life_646,My Kitchen Year: 136 Recipes That Saved My Life,2,11.53,11.53,11.53
my-life-next-door-my-life-next-door_535,My Life Next Door (My Life Next Door ),2,36.39,36.39,36.39
my-mother-was-nuts_388,My Mother Was Nuts,2,31.63,31.63,31.63
my-mrs-brown_719,My Mrs. Brown,2,24.48,24.48,24.48
my-name-is-lucy-barton_720,My Name Is Lucy Barton,2,41.56,41.56,41.56
my-paris-kitchen-recipes-and-stories_910,My Paris Kitchen: Recipes and Stories,2,33.37,33.37,33.37
my-perfect-mistake-over-the-top-1_35,My Perfect Mistake (Over the Top #1),2,38.92,38.92,38.92
myriad-prentor-1_36,Myriad (Prentor #1),2,58.75,58.75,58.75
naked_197,Naked,2,31.69,31.69,31.69
nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",2,10.41,10.41,10.41
nap-a-roo_567,Nap-a-Roo,2,25.08,25.08,25.08
naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,38.39,38.39,38.39
naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",2,11.38,11.38,11.38
needful-things_334,Needful Things,2,47.51,47.51,47.51
neither-here-nor-there-travels-in-europe_198,Neither Here nor There: Travels in Europe,2,38.95,38.95,38.95
new-moon-twilight-2_105,New Moon (Twilight #2),2,12.86,12.86,12.86
night-shift-night-shift-1-20_335,Night Shift (Night Shift #1-20),2,12.75,12.75,12.75
night-sky-with-exit-wounds_822,Night Sky with Exit Wounds,2,41.05,41.05,41.05
night-the-night-trilogy-1_199,Night (The Night Trilogy #1),2,13.51,13.51,13.51
nightingale-sing_823,"Nightingale, Sing",2,38.28,38.28,38.28
nightstruck-a-novel_480,Nightstruck: A Novel,2,50.35,50.35,50.35
no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,2,21.95,21.95,21.95
no-love-allowed-dodge-cove-1_625,No Love Allowed (Dodge Cove #1),2,54.65,54.65,54.65
no-one-here-gets-out-alive_336,No One Here Gets Out Alive,2,20.02,20.02,20.02
notes-from-a-small-island-notes-from-a-small-island-1_200,Notes from a Small Island (Notes From a Small Island #1),2,40.17,40.17,40.17
obsidian-lux-1_911,Obsidian (Lux #1),2,14.86,14.86,14.86
of-mice-and-men_37,Of Mice and Men,2,47.11,47.11,47.11
off-sides-off-1_38,Off Sides (Off #1),2,39.45,39.45,39.45
off-the-hook-fishing-for-trouble-1_601,Off the Hook (Fishing for Trouble #1),2,47.67,47.67,47.67
old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39,Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66,55.66,55.66
old-school-diary-of-a-wimpy-kid-10_723,Old School (Diary of a Wimpy Kid #10),2,11.83,11.83,11.83
olio_984,Olio,2,23.88,23.88,23.88
on-a-midnight-clear_912,On a Midnight Clear,2,14.07,14.07,14.07
on-the-road-duluoz-legend_40,On the Road (Duluoz Legend),2,32.36,32.36,32.36
once-was-a-time_724,Once Was a Time,2,18.28,18.28,18.28
one-for-the-money-stephanie-plum-1_201,One for the Money (Stephanie Plum #1),2,32.87,32.87,32.87
one-second-seven-7_41,One Second (Seven #7),2,52.94,52.94,52.94
one-with-you-crossfire-5_626,One with You (Crossfire #5),2,15.71,15.71,15.71
online-marketing-for-busy-authors-a-step-by-step-guide_913,Online Marketing for Busy Authors: A Step-By-Step Guide,2,46.35,46.35,46.35
orange-is-the-new-black_202,Orange Is the New Black,2,24.61,24.61,24.61
orange-the-complete-collection-1-orange-the-complete-collection-1_914,orange: The Complete Collection 1 (orange: The Complete Collection #1),2,48.41,48.41,48.41
orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",2,12.36,12.36,12.36
original-fake_203,Original Fake,2,31.45,31.45,31.45
origins-alphas-05_42,Origins (Alphas 0.5),2,28.99,28.99,28.99
our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",2,57.25,57.25,57.25
ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",2,29.87,29.87,29.87
out-of-print-city-lights-spotlight-no-14_536,Out of Print: City Lights Spotlight No. 14,2,53.64,53.64,53.64
outcast-vol-1-a-darkness-surrounds-him-outcast-1_915,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",2,15.44,15.44,15.44
outlander-outlander-1_338,Outlander (Outlander #1),2,19.67,19.67,19.67
outliers-the-story-of-success_204,Outliers: The Story of Success,2,14.16,14.16,14.16
overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",2,52.15,52.15,52.15
packing-for-mars-the-curious-science-of-life-in-the-void_205,Packing for Mars: The Curious Science of Life in the Void,2,56.68,56.68,56.68
paper-and-fire-the-great-library-2_339,Paper and Fire (The Great Library #2),2,49.45,49.45,49.45
paper-girls-vol-1-paper-girls-1-5_44,"Paper Girls, Vol. 1 (Paper Girls #1-5)",2,21.71,21.71,21.71
paradise-lost-paradise-1_45,Paradise Lost (Paradise #1),2,24.96,24.96,24.96
patience_916,Patience,2,10.16,10.16,10.16
peak-secrets-from-the-new-science-of-expertise_389,Peak: Secrets from the New Science of Expertise,2,16.28,16.28,16.28
penny-maybe_965,Penny Maybe,2,33.29,33.29,33.29
persepolis-the-story-of-a-childhood-persepolis-1-2_206,Persepolis: The Story of a Childhood (Persepolis #1-2),2,39.13,39.13,39.13
pet-sematary_726,Pet Sematary,2,10.56,10.56,10.56
playing-from-the-heart_481,Playing from the Heart,2,32.38,32.38,32.38
playing-with-fire_602,Playing with Fire,2,13.71,13.71,13.71
please-kill-me-the-uncensored-oral-history-of-punk_537,Please Kill Me: The Uncensored Oral History of Punk,2,31.19,31.19,31.19
poems-that-make-grown-women-cry_824,Poems That Make Grown Women Cry,2,14.19,14.19,14.19
poisonous-max-revere-novels-3_627,Poisonous (Max Revere Novels #3),2,26.8,26.8,26.8
political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",2,36.28,36.28,36.28
pop-gun-war-volume-1-gift_918,"Pop Gun War, Volume 1: Gift",2,18.97,18.97,18.97
